1,Govt: Middle School Dhall Behzadi (Male),,,Behzadi Chiker Kot/ Dhal Behzadi,43020301,,1180,0,1180,4,0,4,
,,,,,,,,,,,,,
2,Govt: Primary School Dhall Behzadi (Female),,,,,,,,,,,,
,,,,Behzadi Chiker Kot/ Dhal Behzadi,43020301,,0,777,777,0,2,2,
3,Govt: Primary School Daggar Banda (Male),Bahadur Kot,43020307,,,,958,0,958,4,0,4,
,,Bahadur Kot,43020308,,,378,0,378,,,,,
4,Govt: Primary School Bahadur Kot (Female),Bahadur Kot,43020307,,,,0,727,727,0,2,2,
,,Bahadur Kot,43020308,,,0,275,275,,,,,
5,Govt: Primary School Banda Ahmad Nagar (C),Bahadur Kot,43020309,,,,,,,,,,
,,,,,,,607,409,1016,1,1,2,
6,"Govt: College of Technology Rawalpindi RoadKohat (C)  (PS-1)",1.Kurd,43020302,,,,755,526,1281,2,2,4,
,,2.Kurd,43020306,,,223,198,421,,,,,
7,"Govt: College of Technology Rawalpindi RoadKohat (C)   (PS-2)",Kurd,43020303,,,,593,386,979,3,1,4,
,,Kurd,43020304,,,252,169,421,,,,,
8,"Govt: working Folks Grammar Primary  SchoolLabour Colony Kohat (C)",1.Kurd,43020305,,,,621,423,1044,1,1,2,
9,Govt: Girls Primary School Kaluchana (C),Kaluchana,43020501,,,,630,405,1035,2,1,3,
10,"Govt: College of Management Sciences Kohat(C)",Main Khel/Mir Ahmad Khel,43020502,,,,682,490,1172,2,1,3,
11,Govt: High School Sheikhan (Male),1. Chak Malayan,43020401,,,,158,0,158,4,0,4,
,,2. Chak Malayan,43020402,,,523,0,523,,,,,
,,3. Sheikhan,43020403,,,581,0,581,,,,,
12,Govt: Girls High School Sheikhan (Female),1. Chak Malayan,43020401,,,,0,139,139,0,3,3,
,,2. Chak Malayan,43020402,,,0,395,395,,,,,
,,3. Sheikhan,43020403,,,0,447,447,,,,,
13,Govt: Primary School Sheikhan  (Male) (PS-1),1. Sheikhan/Aimal Khel,43020404,,,,844,0,844,4,0,4,
,,2. Sheikhan Pata Mela,43020405,,,549,0,549,,,,,
14,"Govt: Girls Primary School Sheikhan  (Female)(PS-1)",1. Sheikhan/Aimal Khel,43020404,,,,0,589,589,0,2,2,
,,2. Sheikhan Pata Mela,43020405,,,0,380,380,,,,,
15,Govt: Primary School Sheikhan (Male)  (PS-2),Sheikhan,43020406,,,,1050,0,1050,3,0,3,
16,"Govt: Girls Primary School Sheikhan  (Female)(PS-2)",Sheikhan,43020406,,,,0,752,752,0,2,2,
,,,,,,,,,,,,,
,17,Govt: High School Bazid Khel (C) (PS-1),Bazid Khel,43020407,,,,716,626,1342,2,2,4
18,Govt: High School Bazid Khel (Male)  (PS-2),1. Bazid Khel,43020408,,,,1231,0,1231,4,0,4,
,2. Bazid Khel,43020409,,,436,0,436,,,,,,
19,Govt: Primary School Kahi Bazid Khel (Female),1. Bazid Khel,43020408,,,,0,1017,1017,0,3,3,
,2. Bazid Khel,43020409,,,0,379,379,,,,,,
20,Govt: Primary School Bazid Khel (C),Bazid Khel,43020410,,,,347,257,604,1,1,2,
21,"Govt: Girls Primary School NO.2 Togh Bala(Male) (PS-1)",Togh Bala,43020701,,,,669,0,669,3,0,3,
,Togh Bala,43020702,,,332,0,332,,,,,,
,Togh Bala,43020703,,,550,0,550,,,,,,
22,"Govt: Girls Primary School NO.2 Togh Bala(Female) (PS-2)",Togh Bala,43020701,,,,0,512,512,0,3,3,
,Togh Bala,43020702,,,0,273,273,,,,,,
,Togh Bala,43020703,,,0,406,406,,,,,,
23,"Govt: Girls High School Togh Bala  (PS-1)(Male)",Togh Bala,43020704,,,,949,0,949,3,0,3,
,Togh Bala,43020705,,,198,0,198,,,,,,
24,"Govt: Girls High School Togh Bala (PS-2)(Female)",Togh Bala,43020704,,,,0,776,776,0,2,2,
,Togh Bala,43020705,,,0,150,150,,,,,,
25,"Govt: Higher Secondary School Togh Bala(PS-1) (Male)",Karigaran/ Togh Bala,43020708,,,,325,0,325,4,0,4,
,Karigaran/ Togh Bala,43020709,,,493,0,493,,,,,,
,Karigaran/ Togh Bala,43020724,,,306,0,306,,,,,,
,Karigaran/ Togh Bala,43020712,,,280,0,280,,,,,,
,Karigaran/ Togh Bala,43020713,,,38,0,38,,,,,,
26,"Govt:Higher Secondary School Togh Bala(PS-2) (Female)",Karigaran/ Togh Bala,43020708,,,,0,201,201,0,3,3,
,Karigaran/ Togh Bala,43020709,,,0,418,418,,,,,,
,Karigaran/ Togh Bala,43020724,,,0,193,193,,,,,,
,Karigaran/ Togh Bala,43020712,,,0,150,150,,,,,,
,Karigaran/ Togh Bala,43020713,,,0,18,18,,,,,,
27,"Govt: Girls Primary School No.4 Togh Bala(Male) (PS-1)",Togh Bala,43020710,,,,789,0,789,4,0,4,
,Togh Bala,43020711,,,437,0,437,,,,,,
28,"Govt: Girls Primary School No.4 Togh Bala(Female) (PS-2)",Togh Bala,43020710,,,,0,584,584,0,3,3,
29,Govt: Primary School No.2 Togh Bala (C ),"Mubabat Abad/Usmania(Togh Bala)",43020706,,,,241,154,395,2,2,4,
,"Mubabat Abad/Usmania(Togh Bala)",43020707,,,430,328,758,,,,,,
30,"Govt: Primary School No.1 Togh Payan (PS-1)(Male)",Togh Payan,43020720,,,,238,0,238,2,0,2,
,Togh Payan,43020721,,,380,0,380,,,,,,
,Togh Payan,43020722,,,146,0,146,,,,,,
31,"Govt: Primary School No.1 Togh Payan (PS-2)(Male)",Togh Payan,43020723,,,,492,0,492,2,0,2,
,43020731,,,212,0,212,,,,,,,
,43020732,,,253,0,253,,,,,,,
,,,,,,,,,,,,,
,32,"Govt: Girls Primary School Togh Payan(Female)",Togh Payan,43020720,,,,0,204,204,0,3,3
,Togh Payan,43020721,,,0,264,264,,,,,,
,Togh Payan,43020722,,,0,97,97,,,,,,
,Togh Payan,43020723,,,0,345,345,,,,,,
,Togh Payan,43020731,,,0,76,76,,,,,,
,Togh Payan,43020732,,,0,154,154,,,,,,
33,Govt: Middle School Ghulam Banda (Male),Ghulam Banda,43020714,,,,259,0,259,3,0,3,
,Ghulam Banda,43020715,,,745,0,745,,,,,,
,Ghulam Banda,43020725,,,44,0,44,,,,,,
34,"Govt: Girls Primary School Ghulam Banda(Female)",Ghulam Banda,43020714,,,,0,132,132,0,2,2,
,Ghulam Banda,43020715,,,0,585,585,,,,,,
,Ghulam Banda,43020725,,,0,56,56,,,,,,
35,"Govt: Primary School No.1 Babri BandaBilitang Chowak (Male)",Rezgeer Banda /Babari Banda,43020718,,,,208,0,208,4,0,4,
,Rezgeer Banda /Babari Banda,43020719,,,549,0,549,,,,,,
,Rezgeer Banda /Babari Banda,43020728,,,184,0,184,,,,,,
,Rezgeer Banda /Babari Banda,43020729,,,194,0,194,,,,,,
,Rezgeer Banda /Babari Banda,43020730,,,389,0,389,,,,,,
36,"Govt: Girls Community Model School RazgeerBanda (Female)",Rezgeer Banda /Babari Banda,43020718,,,,0,194,194,0,4,4,
,Rezgeer Banda /Babari Banda,43020719,,,0,417,417,,,,,,
,Rezgeer Banda /Babari Banda,43020728,,,0,106,106,,,,,,
,Rezgeer Banda /Babari Banda,43020729,,,0,158,158,,,,,,
,Rezgeer Banda /Babari Banda,43020730,,,0,314,314,,,,,,
37,"Govt: Girls Higher Secondary School BabriBanda (Ps- 1) (Male)",Babri Banda,43020716,,,,319,0,319,3,0,3,
,Babri Banda,43020717,,,241,0,241,,,,,,
,Babri Banda,43020727,,,156,0,156,,,,,,
38,"Govt: Girls Higher Secondary School BabriBanda (Ps-2) (Male)",Babri Banda,43020726,,,,1127,0,1127,3,0,3,
Babri Banda,43020716,,,0,198,198,0,4,4,,,,
Babri Banda,43020717,,,0,118,118,,,,,,,
Babri Banda,43020726,,,0,1020,1020,,,,,,,
,,,,,,,,,,,,,
,,,Babri Banda,43020727,,,,0,74,74,,,
40,"Govt: Primary School No.1 Kharmatu (Ps-1)(Male)",Kharmatu,43020801,,,,890,0,890,3,0,3,
,,Kharmatu,43020802,,,245,0,245,,,,,
41,"Govt: Primary School No.1 Kharmatu (Ps-2)(Female)",Kharmatu,43020801,,,,0,549,549,0,2,2,
,,Kharmatu,43020802,,,0,169,169,,,,,
42,"Govt: Primary School Dheri Banda        (PS-1)(Male)",Dheri Banda,43020808,,,,98,0,98,4,0,4,
,,Dheri Banda,43020817,,,541,0,541,,,,,
,,Dheri Banda,43020810,,,600,0,600,,,,,
43,"Govt: Primary School Dheri Banda       (PS-2)(Male)",Dheri Banda,43020809,,,,610,0,610,3,0,3,
,,Dheri Banda,43020811,,,420,0,420,,,,,
44,Govt: Middle School Dheri Banda (Female),Dheri Banda,43020808,,,,0,29,29,0,3,3,
,,Dheri Banda,43020817,,,0,353,353,,,,,
,,Dheri Banda,43020809,,,0,167,167,,,,,
,,Dheri Banda,43020810,,,0,195,195,,,,,
,,Dheri Banda,43020811,,,0,332,332,,,,,
45,Govt: High School Kharmatu (PS-1)(Male),Kharmatu,43020803,,,,732,0,732,4,0,4,
,,Kharmatu,43020804,,,568,0,568,,,,,
,,Kharmatu,43020815,,,210,0,210,,,,,
46,Govt: High School Kharmatu (PS-2)(Female),Kharmatu,43020803,,,,0,524,524,0,2,2,
,,Kharmatu,43020804,,,0,324,324,,,,,
,,Kharmatu,43020815,,,0,109,109,,,,,
47,Govt:Primary School Bora Garhi (PS-1)(Male),Bora Garhi,43020805,,,,284,0,284,3,0,3,
,,Bora Garhi,43020806,,,765,0,765,,,,,
48,Govt:Primary School Bora Garhi (PS-2)(Male),Bora Garhi,43020807,,,,737,0,737,3,0,3,
,,Bora Garhi,43020816,,,320,0,320,,,,,
49,"Govt:Girls Primary School No. 1 Bora Garhi(Female)",Bora Garhi,43020805,,,,0,185,185,0,3,3,
,,Bora Garhi,43020806,,,0,336,336,,,,,
,,Bora Garhi,43020807,,,0,409,409,,,,,
,,Bora Garhi,43020816,,,0,266,266,,,,,
50,Govt: Girls High School Kot (PS-1) (Male),Kot,43020812,,,,962,0,962,3,0,3,
51,Govt: Girls High School Kot (PS-2) (Male),Kot,43020813,,,,1449,0,1449,3,0,3,
52,Govt: Girls High School Kot (PS-3) (Male),Kot,43020814,,,,1055,0,1055,3,0,3,
53,"Govt: Girls Primary School No.1 Kot (PS-1)(Female)",Kot,43020812,,,,0,594,594,0,3,3,
,,,43020814,,,0,825,825,,,,,
54,"Govt: Girls Primary School No.1 Kot (PS-2)(Female)",Kot,43020813,,,,0,1204,1204,0,3,3,
55,Govt: High School Dhoda (PS-1) (C),1. Garhi Maingan/Dhoda,43030101,,,,202,177,379,2,2,4,
1. Garhi Maingan/Dhoda,43030115,,,97,82,179,,,,,,,
2. Garhi Maingan/Dhoda,43030102,,,272,236,508,,,,,,,
3. Fateh Khel /Dhoda,43030103,,,273,214,487,,,,,,,
,,,,,,,,,,,,,
,56,Govt: Girls High School Dhoda  (C),1. Fateh Khel/Dhoda,43030104,,,,169,140,309,1,1,2
,,2. Khadar Khel  /Dhoda,43030105,,,147,134,281,,,,,
,,3. Khial Alam /Dhoda,43030106,,,147,132,279,,,,,
57,Govt: Primary School No.2 Dhoda (PS-1) (C),1. Nandar Khel /Dhoda,43030107,,,,281,231,512,1,1,2,
,,2. Mastu Khel   /Dhoda,43030108,,,292,279,571,,,,,
58,Govt: Primary School No.2 Dhoda (PS-2) (C),Shiekh Ali Khel /Dhoda,43030109,,,,360,344,704,1,1,2,
59,Govt: High School Dhoda (PS-2) (C),Dhoda,43030110,,,,467,350,817,2,1,3,
,,Dhoda,43030116,,,250,177,427,,,,,
,,Dhoda,43030117,,,126,139,265,,,,,
,,Dhoda,43030118,,,114,51,165,,,,,
60,Govt: Primary School Banda Mosam Khan (C),1. Banda Mosam Khan,43030111,,,,17,12,29,3,1,4,
,,1. Banda Mosam Khan,43030119,,,20,13,33,,,,,
,,1. Banda Mosam Khan,43030120,,,393,269,662,,,,,
,,1. Banda Mosam Khan,43030121,,,127,106,233,,,,,
,,2. Banda Mosam Khan,43030113,,,203,152,355,,,,,
61,"Govt: Primary School Banda Dost Muhammad(C)",1. Banda Abdul Sarmad,43030112,,,,254,183,437,1,1,2,
,,2. Bahawal Garh,43030114,,,205,104,309,,,,,
62,Govt: Primary School Sheikh Biland Banda (C),1.Daud Khel,43030201,,,,163,137,300,2,1,3,
,,2. Daud Khel,43030202,,,339,270,609,,,,,
63,Govt: Primary School Daud Khel (C),Daud Khel,43030203,,,,564,506,1070,1,1,2,
64,Govt: Primary School No.1 Kamal Khel (C),1.Kamal Khel,43030204,,,,268,196,464,2,2,4,
,,2. Kamal Khel,43030205,,,151,116,267,,,,,
,,3. Kamel Khel,43030206,,,101,126,227,,,,,
,,3. Kamel Khel,43030212,,,185,124,309,,,,,
,,4. Kamel Khel,43030207,,,141,123,264,,,,,
,,4. Kamel Khel,43030213,,,47,27,74,,,,,
65,"Govt: Primary School Terawal Banda  KamalKhel (c )",1.Kamal Khel,43030208,,,,47,39,86,1,1,2,
,,1.Kamal Khel,43030214,,,151,133,284,,,,,
,,2.Kamal Khel,43030209,,,140,128,268,,,,,
,,2.Kamal Khel,43030215,,,102,54,156,,,,,
66,Govt:Girls Primary School Kamal Khel (C),1.Kamal Khel,43030210,,,,218,155,373,2,1,3,
,,2.Kamal Khel,43030211,,,552,364,916,,,,,
67,Govt: High School Shadi Khel (C ),Shadi Khel,43030301,,,,792,555,1347,2,1,3,
68,Govt: Primary School No.1  Shadi Khel         (C ),1.Shadi Khel,43030302,,,,351,277,628,2,2,4,
,,2. Shadi Khel,43030303,,,530,394,924,,,,,
69,Govt: Girls Middle School Shadi Khel (C ),1.Shadi Khel,43030304,,,,281,129,410,2,1,3,
,,2. Shadi Khel,43030305,,,524,436,960,,,,,
70,Govt: Girls Primary School Manda Khel (C),Manda Khel,43030306,,,,640,455,1095,1,1,2,
,,,,,,,,,,,,,
,71,Govt: Primary School Dhok Bukhari Siab (C ),1.Siab,43030401,,,,342,181,523,2,1,3
,2. Siab,43030402,,,647,402,1049,,,,,,
72,"Govt: Girls HIgh School Dhok Latif Abad Siab(C)",Siab,43030403,,,,961,669,1630,2,1,3,
73,Govt: Primary School Siab (C ),1.Siab,43030404,,,,538,345,883,2,1,3,
,2. Siab,43030405,,,261,198,459,,,,,,
,3. Siab,43030406,,,160,126,286,,,,,,
74,Govt: Primary School Marchungi (C ),1.Marchungi,43030407,,,,194,149,343,1,1,2,
,2.Marchungi,43030408,,,171,137,308,,,,,,
,3. Marchungi,43030409,,,35,28,63,,,,,,
75,Govt: Middle School Koteri (C ),1.Koteri,43030410,,,,280,209,489,2,1,3,
,2. Koteri,43030411,,,507,381,888,,,,,,
76,Govt: Primary School Kata Kana (C ),Kata Kana,43030412,,,,423,277,700,1,1,2,
77,"Govt: Primary School Gandiali Bala (Male) (PS-1)",Gandiali  Bala,43020901,,,,910,0,910,2,0,2,
78,"Govt: Primary School Gandiali Bala (Male) (PS-2)",1. Gandiali  Bala,43020902,,,,575,0,575,2,0,2,
,2. Gandiali  Bala,43020903,,,405,0,405,,,,,,
79,"Govt: Girls Middle School Gandiali Bala(Female)",1. Gandiali  Bala,43020901,,,,0,710,710,0,3,3,
,2.Gandiali  Bala,43020902,,,0,394,394,,,,,,
,3. Gandiali  Bala,43020903,,,0,274,274,,,,,,
80,"Govt: Primary school Gandiali Payan (Ps-1)(Male)",Gandiali Payan,43020904,,,,688,0,688,3,0,3,
,Gandiali Payan,43020905,,,596,0,596,,,,,,
81,"Govt: Primary school Gandiali Payan (Ps-2)(Female)",Gandiali Payan,43020904,,,,0,577,577,0,2,2,
,Gandiali Payan,43020905,,,0,462,462,,,,,,
82,Govt: High School Gandiali Payan (C ),1. Gandiali  Payan,43020906,,,,541,424,965,2,1,3,
,2.Gandiali  Payan,43020907,,,256,182,438,,,,,,
83,"Govt:Girls Higher Secondary School Bilitang(PS-1) (C )",Bilitang,43020908,,,,310,289,599,2,1,3,
,Bilitang,43020920,,,279,192,471,,,,,,
,Bilitang,43020921,,,238,130,368,,,,,,
84,"Govt:Girls Higher Secondary School Bilitang(PS-2) (C )",Bilitang,43020909,,,,342,308,650,1,1,2,
85,"Govt:Girls Higher Secondary School Bilitang(PS-3) (C )",Bilitang,43020910,,,,384,329,713,2,1,3,
,Bilitang,43020922,,,306,189,495,,,,,,
86,Animal Husbandry Hospital  Bilitang   (C ),1. Bilitang,43020911,,,,335,265,600,2,2,4,
,2. Dhaki Bilitang,43020912,,,502,368,870,,,,,,
87,Govt:Primary School No.1 Bilitang (C ),Baba-Je- Sahib Bilitang,43020913,,,,430,354,784,1,1,2,
88,"Govt:Higher Secondary School Bilitang (PS-1)(C )",Bilitang,43020914,,,,376,319,695,1,1,2,
89,"Govt:Higher Secondary School Bilitang (PS-2)(C )",Bilitang,43020915,,,,465,307,772,2,1,3,
Bilitang,43020923,,,132,72,204,,,,,,,
,,,,,,,,,,,,,
,90,Rural Health Centre  Bilitang  (C ),Bilitang,43020916,,,,953,766,1719,2,1,3
91,Govt: Girls Primary School Bilitang     (C ),1. Dhok Nasim/ Bandi Bilitang,43020917,,,,167,98,265,2,2,4,
,1. Dhok Nasim/ Bandi Bilitang,43020924,,,306,214,520,,,,,,
,2. Dhok Akbar Khan Bilitang,43020918,,,481,257,738,,,,,,
92,"Govt: Primary School Bilitang Near GHSSBilitang (C)",Dilbar Khan colony Bilitang,43020919,,,,581,239,820,2,1,3,
,Dilbar Khan colony Bilitang,43020925,,,423,264,687,,,,,,
93,Govt:High School Ghurizai Payan     (PS-1) (C ),Ghurizai Payan,43030901,,,,852,717,1569,2,2,4,
94,Govt:High School Ghurizai Payan     (PS-2) (C ),Ghurizai Payan,43030902,,,,575,456,1031,1,1,2,
95,Govt:Primary School Ghurizai Payan (Male),Ghurizai Payan,43030903,,,,472,0,472,3,0,3,
,Ghurizai Payan,43030904,,,646,0,646,,,,,,
96,Govt:HIgh School Ghurizai Payan (Female),Ghurizai Payan,43030903,,,,0,411,411,0,2,2,
,Ghurizai Payan,43030904,,,0,548,548,,,,,,
97,"Govt:High School Tolanj Jadeed        (PS-1)(Male)",Tolanj Jadeed,43030905,,,,1117,0,1117,3,0,3,
98,"Govt:High School Tolanj Jadeed       (PS-2)(Female)",Tolanj Jadeed,43030905,,,,0,1008,1008,0,3,3,
99,Govt:Primary School Tolanj Qadeem (C ),Tolanj Qadeem,43030906,,,,556,472,1028,1,1,2,
100,Rural Health Center Gumbat (C ),Gumbat /Bazar,43030907,,,,155,121,276,2,1,3,
,Gumbat /Bazar,43030918,,,264,162,426,,,,,,
,Gumbat /Bazar,43030919,,,484,369,853,,,,,,
101,"Govt: Higher Secondary School Gumbat (PS-1)(Male)",1. Gumbat /Bazar,43030908,,,,186,0,186,3,0,3,
,1. Gumbat /Bazar,43030920,,,184,0,184,,,,,,
,2. Gumbat /Bazar,43030909,,,487,0,487,,,,,,
,3. Gumbat,43030910,,,314,0,314,,,,,,
,3. Gumbat,43030921,,,75,0,75,,,,,,
102,"Govt: Higher Secondary School Gumbat (PS-2)(Female)",1. Gumbat /Bazar,43030908,,,,0,159,159,0,3,3,
,1. Gumbat /Bazar,43030920,,,0,135,135,,,,,,
,2. Gumbat /Bazar,43030909,,,0,395,395,,,,,,
,3. Gumbat,43030910,,,0,236,236,,,,,,
,3. Gumbat,43030921,,,0,67,67,,,,,,
103,Govt: Girls Primary School No.1 Gumbat (C ),Moh: Awan Gumbat,43030911,,,,863,693,1556,2,2,4,
104,Govt: Girls Primary School No.2 Gumbat (C ),1. Moh: Awan Gumbat,43030912,,,,252,213,465,1,1,2,
,2. Moh: Bazar Gumbat,43030917,,,243,158,401,,,,,,
105,"Govt:  Girls Higher Secondary School Gumbat(PS-1) ( C )",Dartapi Hassan Khel Gumbat,43030913,,,,703,633,1336,2,1,3,
,,,,,,,,,,,,,
,106,"Govt:  Girls Higher Secondary School Gumbat(PS-2) ( C )",Moh Khadar Khel Gumbat,43030914,,,,1033,782,1815,2,2,4
107,"Govt: Girls Higher Seconeary School Gumbat(Higher Section) (C)",Gumbat,43030915,,,,670,538,1208,2,1,3,
108,Govt: Primary School No.2 Gumbat )    ( C ),Gumbat,43030916,,,,790,553,1343,2,1,3,
109,"Govt: Primary School Dhok Suhbat KhanMandooni  ( Male)",Mandooni,43030501,,,,1243,0,1243,4,0,4,
,Mandooni,43030502,,,618,0,618,,,,,,
110,"Govt: Girls Primary School Dhok Alif GulMandooni ( Female)",Mandooni,43030501,,,,0,1094,1094,0,4,4,
,Mandooni,43030502,,,0,522,522,,,,,,
111,Govt: High School Toora Stana (C ),Tora Stana,43030503,,,,883,814,1697,2,2,4,
