"",1,,GGPS No. 3 Tank,,گورنمنٹ گرلز پرائمری سکول نمبر ٣ ٹانک,,Mohalla Maidan,,,,062050101,,0,,460,,460,,0,,3,,3,,Female,
"",79,,GGHS Shahbaz,,گورنمٹ گرلز ہائی سکول شہباز,,Shahbaz,,-«,,062020703,,0,,396,,396,,0,,3,,3,,Female,
"",,,,,,,Shahbaz (Mohalla Shorian),,"9¡"""" """"#¬=-«",,062020704,,0,,316,,316,,,,,,,,,
"",,,,,,,Shahbaz (Mohalla Naseer Abad),,9­=-«,,062020705,,0,,462,,462,,,,,,,,,
"",80,,GHS Shahbaz,,گورنمٹ ہائی سکول شہباز,,Shahbaz,,-«,,062020703,,556,,0,,556,,5,,0,,5,,Male,
"",,,,,,,Shahbaz (Mohalla Shorian),,"9¡"""" """"#¬=-«",,062020704,,419,,0,,419,,,,,,,,,
"",,,,,,,Shahbaz (Mohalla Naseer Abad),,9­=-«,,062020705,,654,,0,,654,,,,,,,,,
"",81,,GPS Diyal Jamal,,گورنمنٹ پرائمری سکول ڈيال جمال,,Jamal Kurai,,> #M®,,062030201,,90,,67,,157,,1,,1,,2,,Combined,
"",,,,,,,Diyal,,""""" """"0",,062030202,,165,,115,,280,,,,,,,,,
"",82,,GGPS Bara Khel,,گورنمنٹ گرلز پرائمری سکول بره خيل,,Doulat Khan,,",",,062030203,,0,,118,,118,,0,,2,,2,,Female,
"",,,,,,,Bara Khel,,',,062030204,,0,,374,,374,,,,,,,,,
"",,,,,,,Gandi Bara Khel,,'S°,,062030205,,0,,208,,208,,,,,,,,,
"",83,,GMS Bara Khel,,گورنمنٹ مڈل سکول بره خيل,,Doulat Khan,,",",,062030203,,212,,0,,212,,3,,0,,3,,Male,
"",,,,,,,Bara Khel,,',,062030204,,428,,0,,428,,,,,,,,,
"",,,,,,,Gandi Bara Khel,,'S°,,062030205,,293,,0,,293,,,,,,,,,
"",84,,GPS Gul Din Koroona,,گورنمنٹ پرائمری سکول گل دين کورونہ,,Bhagwal,,±,,062021005,,143,,103,,246,,2,,2,,4,,Combined,
"",,,,Manjhi Khel,,'2],,062030102,,481,,274,,755,,,,,,,,,,,,
"",,,,Kot ALLAH daad,,3M,,062030103,,257,,241,,498,,,,,,,,,,,,
"",Khair Awan,,́,,062030104,,28,,19,,47,,,,,,,,,,,,,,,
"",,,,Mashoqa,,μ¶,,062030105,,4,,2,,6,,,,,,,,,,,,
"",,,,,,,Habib Watoo,,"·,",,062030106,,0,,0,,0,,,,,,,,,
"",,,,,,,Muharam,,~ ̧,,062030101,,226,,178,,404,,,,,,,,,
"",86,,GMS Cheena,,گورنمنٹ مڈل سکول چھينہ,,Sarfaraz,,- 1,,062021001,,0,,0,,0,,1,,1,,2,,Combined,
"",,,,,,,Nadir Ali Shah,,"#",,062021002,,0,,0,,0,,,,,,,,,
"",,,,,,,Kahu (China),,"9o»""""1⁄4"""" ©ZZ ZZ=3⁄4",,062021004,,442,,398,,840,,,,,,,,,
"",,,,,,,Dagar Kham,,~¿0,,062021007,,0,,0,,0,,,,,,,,,
"",87,,GPS Kahu,,گورنمنٹ پرائمری سکول کہو,,Kahu,,3⁄4,,062021003,,303,,264,,567,,1,,1,,2,,Combined,
"",88,,GGPS Safdar Ali Shah,,گورنمنٹ گرلز پرائمری سکول صفدر علی شاه,,Safdar Ali Shah,,"#À",,062021006,,243,,189,,432,,1,,1,,2,,Combined,
"",89,,GGMS Koro Khan,,گورنمٹ گرلز مڈل سکول کوڑو خان,,Koro Khan,,",xM",,062020603,,0,,193,,193,,0,,3,,3,,Female,
"",,,,,,,Koro Khan,,",xM",,062020604,,0,,719,,719,,,,,,,,,
"",90,,GPS Koro Khan,,گورنمنٹ پرائمری سکول کوڑو خان,,Koro Khan,,",xM",,062020603,,207,,0,,207,,3,,0,,3,,Male,
"",,,,,,,Koro Khan,,",xM",,062020604,,893,,0,,893,,,,,,,,,
"",91,,GGPS Gara Balouch,,گورنمنٹ گرلز پرائمری سکول گره بلوچ,,Gara Baloch,,` ¿,,062020106,,0,,361,,361,,0,,2,,2,,Female,
"",,,,,,,Gara Baloch (Purani Abadi),,9STT TTÁÁ ÁÂÁ=` ¿,,062020107,,0,,618,,618,,,,,,,,,
"",92,,GPS No.1 Gara Balouch,,گورنمنٹ  پرائمری سکول  نمبر١گره بلوچ,,Gara Baloch,,` ¿,,062020106,,492,,0,,492,,3,,0,,3,,Male,
"",,,,,,,Gara Baloch (Purani Abadi),,9STT TTÁÁ ÁÂÁ=` ¿,,062020107,,715,,0,,715,,,,,,,,,
"",93,,GGMS Gara Balouch,,گورنمٹ گرلز مڈل سکول گره بلوچ,,Gara Baloch,,` ¿,,062020108,,1001,,0,,1001,,3,,0,,3,,Male,
"",94,,GGPS Kot Piran,,گورنمنٹ گرلز پرائمری سکول کوٹ پيران,,Tank Dehat (Kot Piran),,9M=Ã Ä,,062020101,,291,,214,,505,,1,,1,,2,,Combined,
"",95,,District Council Building Tank,,ڈسٹرکٹ کونسل بلڈنگ ٹانک,,Tank Dehat (Yar Muhammad Koroona / Shahi Abad),,"9aL,#M)#"""" """"=Ã Ä",,062020104,,654,,486,,1140,,1,,1,,2,,Combined,
"",96,,GPS Kirri Ahmad Shah,,گورنمنٹ پرائمری سکول کڑی احمد شاه,,Tank Dehat (Kiri Ahmad Shah / Naimat Khel),,9'ÅÆ S_=Ã Ä,,062020105,,816,,547,,1363,,2,,1,,3,,Combined,
"",97,,Office of the XEN Public Health,,دفتر ايکسين پبلک ہيلتھ,,Tank Dehat (Yaqoob Colony),,9ÇÈ=Ã Ä,,062020102,,749,,496,,1245,,2,,1,,3,,Combined,
"",98,,GHS Gara Balouch,,گورنمٹ ہائی سکول گره بلوچ,,Tank Dehat (Daray Khan/Nai Basti),,9UÉ#  =Ã Ä,,062020103,,560,,413,,973,,1,,1,,2,,Combined,
"",99,,GHS Maghzai,,گورنمٹ ہائی سکول مغزئی,,Waraspoon (Maghzai),,"9>Ê=Ëx,",,062020401,,653,,411,,1064,,2,,1,,3,,Combined,
"",100,,GPS No.2 Maghzai,,گورنمنٹ پرائمری سکول نمبر2 مغزئی,,Waraspoon (Maghzai/Shadi Khel),,"9'S>Ê=Ëx,",,062020402,,616,,399,,1015,,2,,1,,3,,Combined,
"",101,,GMS Umer Adda,,گورنمنٹ مڈل سکول عمر اڈه,,Waraspoon (Jandar/Kot Isa Khan),,"9Ì5Í"""" """"M#Ï=Ëx,",,062020407,,664,,502,,1166,,2,,1,,3,,Combined,
"",102,,GGHS Aslam Khan Koroona,,گورنمٹ گرلز ہائی سکول اسلم خان کورونہ,,Waraspoon (Kot Said Khan),,"9NM=Ëx,",,062020408,,399,,330,,729,,2,,2,,4,,Combined,
"",,,,,,,Waraspoon (Kiri Ashaqi/Puk),,"9 ÄZZ ZZÐS_=Ëx,",,062020409,,374,,289,,663,,,,,,,,,
"",103,,GPS Fazal Mir Koroona,,گورنمنٹ پرائمری سکول فضل مير کورونہ,,Waraspoon (Kiri Haider),,"9#ÑS_=Ëx,",,062020403,,252,,216,,468,,1,,1,,2,,Combined,
"",,,,,,,Waraspoon (Kiri Haider/Moh:Balo Khel),,"9'̀#ÑS_=Ëx,",,062020404,,155,,132,,287,,,,,,,,,
"",,,,,,,Waraspoon (Kiri Haider),,"9#ÑS_=Ëx,",,062020405,,376,,279,,655,,,,,,,,,
"",,,,,,,Waraspoon (Kiri Haider),,"9#ÑS_=Ëx,",,062020406,,300,,233,,533,,,,,,,,,
"",104,,GHS Kirri Haider,,گورنمٹ ہائی سکول کڑی حيدر,,Waraspoon (Kiri Haider/Moh:Balo Khel),,"9'̀#ÑS_=Ëx,",,062020404,,154,,131,,285,,2,,2,,4,,Combined,
"",,,,,,,Waraspoon (Kiri Haider),,"9#ÑS_=Ëx,",,062020405,,377,,278,,655,,,,,,,,,
"",105,,BHU Kirri Haider,,بی ايچ يو کڑی حيدر,,Waraspoon (Kiri Haider),,"9#ÑS_=Ëx,",,062020406,,300,,232,,532,,1,,1,,2,,Combined,
"",106,,GMS Warooki,,گورنمنٹ مڈل سکول وڑوکی,,Dhana (Waroki),,"9,x,=o»Ò",,062020301,,699,,570,,1269,,2,,1,,3,,Combined,
"",107,,GPS Kirri Marwati,,گورنمنٹ پرائمری سکول کڑی مروتی,,Dhana (Kiri Marwati),,"9:,ÓS_=o»Ò",,062020302,,462,,379,,841,,2,,2,,4,,Combined,
"",108,,GGMS Ali Khel,,گورنمنٹ گرلز مڈل سکول علی خيل,,Dhana (Ali Khel/Janaki),,9ÔÕ '=o»Ò,,062020303,,698,,648,,1346,,3,,2,,5,,Combined,
"",109,,GHS Bazai,,گورنمٹ ہائی سکول بذئے,,Tatta (Bazai),,9Ö $$$$v=×,,062020207,,826,,629,,1455,,2,,1,,3,,Combined,
"",110,,GMS Chessan Kach,,گورنمنٹ مڈل سکول چيسن کچ,,Tatta (Chasen Kach),,"9Ød%%Ù"""" """"=×",,062020208,,276,,0,,276,,3,,0,,3,,Male,
"",,,,,,,Tatta (Chasen Kach),,"9Ød%%Ù"""" """"=×",,062020210,,842,,0,,842,,,,,,,,,
"",111,,GPS Chessan Kach,,گورنمنٹ پرائمری سکول چيسن کچ,,Tatta (Chasen Kach),,"9Ød%%Ù"""" """"=×",,062020208,,0,,213,,213,,0,,2,,2,,Female,
"",,,,,,,Tatta (Chasen Kach),,"9Ød%%Ù"""" """"=×",,062020210,,0,,573,,573,,,,,,,,,
"",112,,GPS Kirri Latti,,گورنمنٹ پرائمری سکول کڑی لٹی,,Tatta (Kiri Lati),,9ÛS_ =×,,062020206,,320,,279,,599,,1,,1,,2,,Combined,
"",113,,GPS Kot Gulan,,گورنمنٹ پرائمری سکول کوٹ گ0ن,,Tatta (Aba Khel/Kot Gulan),,9ÜM '=×,,062020209,,611,,483,,1094,,2,,1,,3,,Combined,
"",114,,GGPS Kirri Umer Khan,,گورنمنٹ گرلز پرائمری سکول کڑی عمر خان,,Kirri Lati,,ÛS_,,062020203,,0,,610,,610,,0,,4,,4,,Female,
"",,,,,,,Kirri Umer Khan/ Kirri Dabak,,Ä S_OS_,,062020204,,0,,891,,891,,,,,,,,,
"",,,,,,,Tatta (Kiri Umar Khan),,9OS_ =×,,062020205,,0,,72,,72,,,,,,,,,
"",115,,GPS Kiri Umer Khan,,گورنمنٹ پرائمری سکول کڑی عمر خان,,Kirri Lati,,ÛS_,,062020203,,758,,0,,758,,4,,0,,4,,Male,
"",,,,,,,Kirri Umer Khan/ Kirri Dabak,,Ä S_OS_,,062020204,,1137,,0,,1137,,,,,,,,,
"",,,,,,,Tatta (Kiri Umar Khan),,9OS_ =×,,062020205,,107,,0,,107,,,,,,,,,
"",116,,GGPS Manazai,,گورنمنٹ گرلز پرائمری سکول منزئی,,Tatta (Manzai),,9>Ý=×,,062020201,,799,,602,,1401,,2,,1,,3,,Combined,
"",,,,,,,Tatta (Kanazai),,9Ö $$Þ$$=×,,062020202,,289,,225,,514,,,,,,,,,
"",117,,GPS Kanazai,,گورنمنٹ پرائمری سکول کنزائی,,Tatta (Kanazai),,9Ö $$Þ$$=×,,062020202,,289,,225,,514,,2,,1,,3,,Combined,
"",118,,GGMS Fateh Chadrar,,گورنمٹ گرلز مڈل سکول فتح چدھرڑ,,Fateh Chadrar,,"xß$$&$$ZZ ZZ̂",,062030401,,0,,369,,369,,0,,2,,2,,Female,
"",,,,,,,Fateh Chadrar (Gharbi),,"9{r=xß$$&$$ZZ ZZ̂",,062030402,,0,,310,,310,,,,,,,,,
"",,,,,,,Fateh Chadrar (Masjid Shaheedan),,"9àá=xß$$&$$ZZ ZZ̂",,062030406,,0,,266,,266,,,,,,,,,
"",119,,BHU Fateh Chadrar,,بی ايچ يو فتح چدھرڑ,,Fateh Chadrar,,"xß$$&$$ZZ ZZ̂",,062030401,,412,,0,,412,,3,,0,,3,,Male,
"",,,,,,,Fateh Chadrar (Gharbi),,"9{r=xß$$&$$ZZ ZZ̂",,062030402,,372,,0,,372,,,,,,,,,
"",,,,,,,Fateh Chadrar (Masjid Shaheedan),,"9àá=xß$$&$$ZZ ZZ̂",,062030406,,329,,0,,329,,,,,,,,,
"",120,,GGPS Pathar,,گورنمنٹ گرلز پرائمری سکول پتھر,,Gara Pather,,â ¿,,062030404,,0,,856,,856,,0,,2,,2,,Female,
"",,,,,,,Kalu Parangi,,Dã,,062030405,,0,,129,,129,,,,,,,,,
"",121,,GPS Pathar,,گورنمنٹ پرائمری سکول پتھر,,Gara Pather,,â ¿,,062030404,,1195,,0,,1195,,3,,0,,3,,Male,
"",,,,,,,Kalu Parangi,,Dã,,062030405,,161,,0,,161,,,,,,,,,
"",122,,GPS Kot Mitho,,گورنمنٹ پرائمری سکول کوٹ مٹھو,,Kot Mittu,,äM,,062030403,,921,,702,,1623,,2,,1,,3,,Combined,
"",123,,GHS Tatoor,,گورنمٹ ہائی سکول تتور,,Toran Tatoor,,"#åå ååæ#",,062030501,,181,,134,,315,,2,,1,,3,,Combined,
"",,,,,,,Tatoor,,"#åå ååæ",,062030502,,533,,434,,967,,,,,,,,,
"",,,,,,,Tatoor,,"#åå ååæ",,062030503,,414,,272,,686,,,,,,,,,
"",124,,GMS Budha,,گورنمنٹ مڈل سکول بڈھا,,Budha,,ç$$ $$v,,062030505,,950,,716,,1666,,2,,1,,3,,Combined,
"",125,,GPS Gara Hayat,,گورنمنٹ پرائمری سکول گره حيات,,Hayat,,è,,062030504,,1036,,664,,1700,,2,,1,,3,,Combined,
"",126,,GPS Zaman Waran,,گورنمنٹ پرائمری سکول زمان وارن,,Shah Zamani,,]-,,062030506,,488,,303,,791,,1,,1,,2,,Combined,
"",127,,GGPS Dabbara,,گورنمنٹ گرلز پرائمری سکول ڈبره,,Band Piru,,",é",,062030706,,0,,240,,240,,0,,4,,4,,Female,
"",,,,,,,Dabara,,0,,062030707,,0,,358,,358,,,,,,,,,
"",,,,,,,Dabara (Urdu Kaley),,"9ê, # =0",,062030708,,0,,325,,325,,,,,,,,,
"",,,,,,,Dabara (Urdu Kaley),,"9ê, # =0",,062030709,,0,,431,,431,,,,,,,,,
"",128,,GPS No.1 Dabbara,,گورنمنٹ پرائمری سکول نمبر1 ڈبره,,Dabara,,0,,062030707,,629,,0,,629,,2,,0,,2,,Male,
"",,,,,,,Dabara (Urdu Kaley),,"9ê, # =0",,062030708,,405,,0,,405,,,,,,,,,
"",129,,B.H.U Dabbara,,بی ايچ يو ڈبره,,Band Piru,,",é",,062030706,,388,,0,,388,,2,,0,,2,,Male,
"",,,,,,,Dabara (Urdu Kaley),,"9ê, # =0",,062030709,,662,,0,,662,,,,,,,,,
"",130,,GGPS Garwaki Michen Khel,,گورنمنٹ گرلز پرائمری سکول گروکی مچن خيل,,Ghasha (Garwaki Michen Khel),,"9'd%% ZZ ZZ e,¿=ë",,062030704,,0,,363,,363,,0,,2,,2,,Female,
"",,,,,,,Ghasha (Garwaki),,"9,¿=ë",,062030705,,0,,483,,483,,,,,,,,,
"",131,,GPS Garwaki,,گورنمنٹ پرائمری سکول گروکی,,Ghasha (Garwaki Michen Khel),,"9'd%% ZZ ZZ e,¿=ë",,062030704,,403,,0,,403,,2,,0,,2,,Male,
"",,,,,,,Ghasha (Garwaki),,"9,¿=ë",,062030705,,631,,0,,631,,,,,,,,,
"",132,,GPS Attak Khel,,گورنمنٹ پرائمری سکول اتک خيل,,Ghasha (Kot Lal Khan / Maziani),,"9"""" """"ìíM=ë",,062030701,,761,,512,,1273,,2,,1,,3,,Combined,
"",133,,GHS Kot Hakim,,گورنمٹ ہائی سکول کوٹ حکيم,,Ghasha (Kot Jata / Kot Hakim),,"9îM o»kM=ë",,062030702,,614,,445,,1059,,2,,1,,3,,Combined,
"",134,,GPS Haji Gulzaar,,گورنمنٹ پرائمری سکول حاجی گلزار,,Ghasha (Kot Wali / Kot Gulzar),,"9# ïM,M=ë",,062030703,,592,,537,,1129,,1,,1,,2,,Combined,
"",135,,GGPS Sheikh Uttar,,گورنمنٹ گرلز پرائمری سکول شيخ اتُار,,Uttar (Gharbi),,9{r=#,,062030605,,0,,826,,826,,0,,4,,4,,Female,
"",,,,,,,Uttar (Sharki),,9IJ=#,,062030606,,0,,183,,183,,,,,,,,,
"",,,,,,,Uttar (Gulgay Kot),,9MÖðñòó=#,,062030607,,0,,114,,114,,,,,,,,,
"",,,,,,,Uttar (Gharbi),,9{r=#,,062030608,,0,,488,,488,,,,,,,,,
"",136,,GPS Sheikh Uttar,,گورنمنٹ پرائمری سکول شيخ اتُار,,Uttar (Gharbi),,9{r=#,,062030605,,939,,0,,939,,2,,0,,2,,Male,
"",,,,,,,Uttar (Sharki),,9IJ=#,,062030606,,297,,0,,297,,,,,,,,,
"",137,,GHS Sheikh Uttar,,گورنمٹ ہائی سکول شيخ اتُار,,Uttar (Gulgay Kot),,9MÖðñòó=#,,062030607,,162,,0,,162,,2,,0,,2,,Male,
"",,,,,,,Uttar (Gharbi),,9{r=#,,062030608,,566,,0,,566,,,,,,,,,
"",138,,GGPS Sheikh Sultan,,گورنمنٹ گرلز پرائمری سکول شيخ سلطان,,Sheikh Sultan,,ôõ,,062030601,,0,,25,,25,,0,,2,,2,,Female,
"",,,,,,,Sheikh Sultan (Khaas),,9ö=ôõ,,062030603,,0,,541,,541,,,,,,,,,
"",,,,,,,Sheikh Sultan (Janoobi),,9{÷=ôõ,,062030609,,0,,148,,148,,,,,,,,,
"",,,,,,,Sheikh Sultan (Baloch Abad/ Amaan Abad),,9TT TT]TT TT`=ôõ,,062030602,,0,,285,,285,,,,,,,,,
"",,,,,,,Nai Abadi Sheikh Sultan,,ôõSTTTT U,,062030604,,0,,8,,8,,,,,,,,,
"",,,,,,,Sheikh Sultan (Shumaali),,9ø=ôõ,,062030610,,0,,248,,248,,,,,,,,,
"",139,,GMS Sheikh Sultan Kot Habib ullah,,گورنمنٹ مڈل سکول شيخ سلطان کوٹ حبيب A,,Sheikh Sultan,,ôõ,,062030601,,54,,0,,54,,2,,0,,2,,Male,
"",,,,Sheikh Sultan (Khaas),,9ö=ôõ,,062030603,,812,,0,,812,,,,,,,,,,,,
"",,,,Sheikh Sultan (Janoobi),,9{÷=ôõ,,062030609,,227,,0,,227,,,,,,,,,,,,
"",,,,Sheikh Sultan,,ôõ,,062030602,,414,,0,,414,,,,,,,,,,,,
"",Nai Abadi Sheikh Sultan,,ôõSTTTT U,,062030604,,15,,0,,15,,,,,,,,,,,,,,,
"",,,,Sheikh Sultan (Shumaali),,9ø=ôõ,,062030610,,390,,0,,390,,,,,,,,,,,,
"",141,,BHU Shadda,,بی ايچ يو شاده,,Mian Khan,,¡,,062030304,,5,,5,,10,,2,,1,,3,,Combined,
"",,,,,,,Matta,,ù,,062030305,,171,,114,,285,,,,,,,,,
"",,,,,,,Gara Shada,,¿,,062030306,,667,,519,,1186,,,,,,,,,
"",142,,GPS Jamal Awan,,گورنمنٹ پرائمری سکول جمال اعوان,,Jamal Awan,,®,,062030301,,534,,405,,939,,1,,1,,2,,Combined,
"",143,,GMS Mamraiz Pathan,,گورنمنٹ مڈل سکول ممريز پٹھان,,Mumraiz Baloch,,"` """" """" ú",,062030302,,284,,261,,545,,2,,1,,3,,Combined,
"",,,,,,,Mumraiz Pathan,,""""" """" ú",,062030303,,444,,347,,791,,,,,,,,,
"",,,,,,,Rakh Dabara,,0¤ #,,062030307,,0,,0,,0,,,,,,,,,
"",144,,GHS Gomal Bazar,,گورنمٹ ہائی سکول گومل بازار,,Gomal (Kot Kachki),,"95ZZûZZ ûüM =þ",,062030909,,642,,0,,642,,3,,0,,3,,Male,
"",,,,,,,Gomal (Shehar),,9=þ,,062030910,,278,,0,,278,,,,,,,,,
"",145,,GPS No.1 Gomal,,گورنمنٹ پرائمری سکول نمبر1 گومل,,Gomal (Kot Mehsoodan),,9M=þ,,062030901,,564,,364,,928,,2,,1,,3,,Combined,
"",146,,GGMS Gomal,,گورنمٹ گرلز مڈل سکول گومل,,Gomal (Moh:Sheikhan),,9=þ,,062030902,,565,,383,,948,,2,,2,,4,,Combined,
"",,,,,,,Gomal (Moh: Kanazai),,9Ö=þ,,062030903,,697,,506,,1203,,,,,,,,,
"",147,,GPS Batiyari,,گورنمنٹ پرائمری سکول کوٹ بٹياری,,Gomal (Kot Battiari Shumaali),,"9øS#ð"""" """" » jM=þ",,062030904,,363,,225,,588,,2,,2,,4,,Combined,
"",,,,,,,Gomal (Kot Battiari Janoobi),,"9{÷S#ð"""" """" » jM=þ",,062030905,,384,,305,,689,,,,,,,,,
"",148,,GGPS Kot Azam,,گورنمنٹ گرلز پرائمری سکول کوٹ اعظم,,Gomal (Kot Azam),,9QM =þ,,062030906,,0,,221,,221,,0,,3,,3,,Female,
"",,,,,,,Gomal (Kot Azam Janoobi),,9{÷QM =þ,,062030907,,0,,472,,472,,,,,,,,,
"",,,,,,,Gomal (Kot Azam Nai Abadi),,9SUQM =þ,,062030908,,0,,165,,165,,,,,,,,,
"",149,,GMS Kot Azam,,گورنمنٹ مڈل سکول کوٹ اعظم,,Gomal (Kot Azam Shumaali),,9øQM =þ,,062030906,,361,,0,,361,,3,,0,,3,,Male,
"",,,,,,,Gomal (Kot Azam Janoobi),,9{÷QM =þ,,062030907,,609,,0,,609,,,,,,,,,
"",,,,,,,Gomal (Kot Azam Nai Abadi),,9SUQM =þ,,062030908,,226,,0,,226,,,,,,,,,
"",150,,GPS Raghza,,گورنمنٹ  پرائمری سکول رغزه,,Ghorazai (Raghza Shumaali),,9ø#=>- #,,062031001,,0,,586,,586,,0,,3,,3,,Female,
"",,,,,,,Ghorazai (Raghza Janoobi),,9{÷#=>- #,,062031002,,0,,340,,340,,,,,,,,,
"",151,,GMS Raghza,,گورنمنٹ مڈل سکول رغزه,,Ghorazai (Raghza Shumaali),,9ø#=>- #,,062031001,,784,,0,,784,,3,,0,,3,,Male,
"",,,,,,,Ghorazai (Raghza Janoobi),,9{÷#=>- #,,062031002,,401,,0,,401,,,,,,,,,
"",152,,GMS Manji,,گورنمنٹ مڈل سکول مانجھی,,Ghorazai (Manji),,92]=>- #,,062031003,,257,,194,,451,,2,,2,,4,,Combined,
"",,,,,,,Ghorazai (Manji ),,92]=>- #,,062031004,,467,,338,,805,,,,,,,,,
"",,,,,,,Ghorazai (Manji Azam Abad),,9TT TT Q 2]=>- #,,062031005,,248,,132,,380,,,,,,,,,
"",153,,GGPS Burki Abad,,گورنمنٹ گرلز پرائمری سکول برکی آباد,,Sarangzoona (Girdawai),,"9Ö ,=L,",,062030801,,552,,393,,945,,3,,2,,5,,Combined,
"",,,,,,,Sarangzoona (Kot Sangeen),,"9M=L,",,062030802,,329,,180,,509,,,,,,,,,
"",,,,,,,Sarangzoona (Kot Ghulam Muhammad),,"9)~M=L,",,062030803,,230,,157,,387,,,,,,,,,
"",154,,GPS Murtaza,,گورنمنٹ پرائمری سکول مرتض  ٰی,,Sarangzoona (Murtaza),,"9566 66Ó=L,",,062030804,,806,,561,,1367,,2,,2,,4,,Combined,
"",155,,GGPS Kot Nawaz,,گورنمنٹ گرلز پرائمری سکول کوٹ نواز,,Sarangzoona (Kot Nawaz),,"9-M=L,",,062030805,,0,,773,,773,,0,,3,,3,,Female,
"",,,,Sarangzoona (Kot Nawaz),,"9-M=L,",,062030807,,0,,509,,509,,,,,,,,,,,,
"",,,,Sarangzoona (Kot Nawaz),,"9-M=L,",,062030805,,1007,,0,,1007,,,,,,,,,,,,
"",,,,Sarangzoona (Kot Nawaz),,"9-M=L,",,062030807,,763,,0,,763,,,,,,,,,,,,
"",157,,GHS Kot Khadak,,گورنمٹ ہائی سکول کوٹ خدک,,Sarangzoona (Kot Khadak),,"9¥$$ $$&M=L,",,062030806,,603,,341,,944,,1,,1,,2,,Combined,
"",158,,GGPS  Atta Muhammad Korona,,گورنمنٹ گرلز پرائمری سکول وعطا محمد کورونہ,,Gomal (Kot kachki),,"95ZZûZZ ûüM =þ",,062030909,,0,,487,,487,,0,,1,,1,,Female,
"",,,,,,,Gomal (Shehar),,9=þ,,062030910,,0,,157,,157,,,,,,,,,
"",159,,GPS No. 3 Gara Balouch,,گورنمنٹ پرائمری سکول نمبر ٣ گره بلوچ,,Gara Baloch,,` ¿,,062020108,,0,,805,,805,,0,,2,,2,,Female,
"",160,,GPS Salar Abad,,گورنمنٹ پرائمری سکول س0ر  ٓاباد,,Mullazai(Mohalla Zangi Khel / Khawaji Khel),,9'A C 'D-=>-?,,062010103,,1194,,0,,1194,,3,,0,,3,,Male,
"",161,,GHS Kaka Khel North Portion,,گورنمنٹ ہائی سکول  ککا خيل )شمالی حصہ(,,Mullazai(Mohalla Gulshan Abad / Johar Abad,,"9FEE EE G=>-?",,062010104,,724,,0,,724,,2,,0,,2,,Male,
"",162,,GPS Umer Khel Gharbi,,گورنمنٹ پرائمری سکول عمر خيل غربی,,Umar Khel (Gharbi),,{r'O,,062010205,,179,,0,,179,,2,,0,,2,,Male,
"",,,,,,,Umar Khel(Babar Mala Khel),,9'?X='O,,062010209,,285,,0,,285,,,,,,,,,
"",163,,GPS No.1 Gul Imam,,گورنمنٹ پرائمری سکول نمبر ١ گل امام,,Gul Imam (Nasran / Mangla),,9h=~],,062010804,,0,,389,,389,,0,,3,,3,,Female,
"",,,,,,,Gul Imam,,~],,062010805,,0,,436,,436,,,,,,,,,
"",,,,,,,Gul Imam (Mohallah Salim Zai),,9>-=~],,062010806,,0,,141,,141,,,,,,,,,
"",164,,GPS No.1 Akbari,,گورنمنٹ پرائمری سکول نمبر ١اکبری,,Akbari / Hazrat Ali Karoona,,"L,#MSt",,062010603,,0,,206,,206,,0,,2,,2,,Female,
"",Akbari / Muhammad Ameer Patwari Karoona,,"L,#MS#R )St",,062010604,,0,,232,,232,,,,,,,,,,,,,,,
"",Akbari,,St,,062010606,,0,,231,,231,,,,,,,,,,,,,,,
"",Akbari/ Mohallah Baloch,,`St,,062010607,,0,,147,,147,,,,,,,,,,,,,,,
