"",Sr. No.,"No. and Name of PollingStation",In Case of Rural Areas,In Case of Urban Areas,"S. No. of voterson the electoralroll in caseelectoral area isbifurcated","Number of voters assigned topolling station",Number of polling  booths,,,,,,
"",89,"Government Boys ElemantrySchool Kot Ahmad Yar",Mahar Wali,156080708,-,-,,571,475,1046,1,1,2
"",89 Total,,,,-,-,-,571,475,1046,1,1,2
"",90,"Government Boys ElemantrySchool Kot Ahmad Yar",Mahar Wali,156080709,-,-,,290,205,495,1,1,2
"",,,Mahar Wali,156080710,-,-,,177,130,307,,,
"",90 Total,,,,-,-,-,467,335,802,1,1,2
"",91,"Government Girls HighSchool Mandi Shah Jewana",Mahar Wali,156080711,-,-,,0,302,302,0,2,2
"",,,Mahar Wali,156080712,-,-,,0,262,262,,,
"",,,Mahar Wali,156080713,-,-,,0,273,273,,,
"",91 Total,,,,-,-,-,0,837,837,0,2,2
"",92,"Government Girls HighSchool Mandi Shah Jewana",Mahar Wali,156080711,-,-,,331,0,331,2,0,2
"",,,Mahar Wali,156080712,-,-,,280,0,280,,,
"",,,Mahar Wali,156080713,-,-,,370,0,370,,,
"",92 Total,,,,-,-,-,981,0,981,2,0,2
"",93,"Government Boys HigherSecondary School MandiShah Jewana",Mahar Wali,156080714,-,-,,625,510,1135,1,1,2
"",93 Total,,,,-,-,-,625,510,1135,1,1,2
"",94,"Government Girls PrimarySchool Mahar Wali",Mahar Wali,156080715,-,-,,415,287,702,2,1,3
"",,,Mahar Wali,156080716,-,-,,201,183,384,,,
"",94 Total,,,,-,-,-,616,470,1086,2,1,3
"",95,"Government Girls PrimarySchool Mahar Wali",Mahar Wali,156080717,-,-,,530,388,918,1,1,2
"",95 Total,,,,-,-,-,530,388,918,1,1,2
"",96,"Government Boys PrimarySchool Ramana",Ramana,156080718,-,-,,314,272,586,2,1,3
Ramana,156080719,-,-,,572,396,968,,,,,,
"",Sr. No.,"No. and Name of PollingStation",In Case of Rural Areas,In Case of Urban Areas,"S. No. of voterson the electoralroll in caseelectoral area isbifurcated","Number of voters assigned topolling station",Number of polling  booths,,,,,,
"",,,Name of Electoral Areas,"Census BlockCode",Name of Electoral Areas,"Census BlockCode",Male,Female,Total,Male,Female,Total,
"",97,"Government Girls PrimarySchool Ghazi Abad",Ramana,156080720,-,-,,350,275,625,2,1,3
"",,,Ramana,156080721,-,-,,466,398,864,,,
"",97 Total,,,,-,-,-,816,673,1489,2,1,3
"",98,"Government Girls PrimarySchool Ghazi Abad",Ramana,156080722,-,-,,542,461,1003,1,1,2
"",98 Total,,,,-,-,-,542,461,1003,1,1,2
"",99,"Government Boys PrimarySchool Kangra",Kangra,156080503,-,-,,368,313,681,2,1,3
"",,,Chak Doulat Khan,156080723,-,-,,210,142,352,,,
"",,,Chak Doulat Khan,156080724,-,-,,219,164,383,,,
"",99 Total,,,,-,-,-,797,619,1416,2,1,3
"",100,"Government GirlsElementary School Kari Wala",Kari Wala,156080801,-,-,,292,213,505,2,1,3
"",,,Kari Wala,156080802,-,-,,426,315,741,,,
"",100 Total,,,,-,-,-,718,528,1246,2,1,3
"",101,"Government GirlsElementary School Kari Wala",Kari Wala,156080803,-,-,,282,178,460,2,2,4
"",,,Kari Wala,156080804,-,-,,283,213,496,,,
"",,,Kari Wala,156080805,-,-,,414,280,694,,,
"",101 Total,,,,-,-,-,979,671,1650,2,2,4
"",102,"Government Boys PrimarySchool Chah Fateh Darya",Kari Wala,156080806,-,-,,524,372,896,2,1,3
"",,,Kari Wala,156080807,-,-,,227,168,395,,,
"",102 Total,,,,-,-,-,751,540,1291,2,1,3
"",103,"Government Boys PrimarySchool Tahli Latif Pur",Tahli Doulat Khan,156080901,-,-,,127,109,236,2,2,4
"",,,Latif Pur,156080902,-,-,,268,179,447,,,
"",,,Latif Pur,156080903,-,-,,628,465,1093,,,
"",103 Total,,,,-,-,-,1023,753,1776,2,2,4
"",104,"Government Boys PrimarySchool Shah Murad",Chak Bhattian,156080904,-,-,,418,239,657,2,1,3
"",,,Shah Murad,156081102,-,-,,375,232,607,,,
"",104 Total,,,,-,-,-,793,471,1264,2,1,3
"",105,"Government Boys PrimarySchool Ghorri Wala",Ghorri Wala,156081001,-,-,,465,299,764,2,1,3
"",,,Kot Mohla,156081002,-,-,,163,84,247,,,
"",,,Jhanda,156081003,-,-,,106,62,168,,,
"",105 Total,,,,-,-,-,734,445,1179,2,1,3
"",106,"Government Boys PrimarySchool Mahabli Sultan",Mahabli,156081101,-,-,,447,340,787,1,1,2
"",,,Bhawan Viran,156081103,-,-,,112,77,189,,,
"",106 Total,,,,-,-,-,559,417,976,1,1,2
"",107,"Government Boys ElementrySchool Bhoon",Kotla Afghana,156090101,-,-,,61,44,105,1,1,2
Bhoon,156090105,-,-,,327,279,606,,,,,,
Bhoon,156090106,-,-,,42,24,66,,,,,,
"",Sr. No.,"No. and Name of PollingStation",In Case of Rural Areas,In Case of Urban Areas,"S. No. of voterson the electoralroll in caseelectoral area isbifurcated","Number of voters assigned topolling station",Number of polling  booths,,,,,,
"",,,Name of Electoral Areas,"Census BlockCode",Name of Electoral Areas,"Census BlockCode",Male,Female,Total,Male,Female,Total,
"",108,"Government Girls HighSchool Bhoon",Bhoon,156090102,-,-,,247,199,446,1,1,2
"",,,Bhoon,156090103,-,-,,217,165,382,,,
"",108 Total,,,,-,-,-,464,364,828,1,1,2
"",109,"Government Girls HighSchool Bhoon",Bhoon,156090104,-,-,,548,475,1023,1,1,2
"",109 Total,,,,-,-,-,548,475,1023,1,1,2
"",110,"Government Boys PrimarySchool Jhok Daya",Jaan Muhammad Kuhna,156090107,-,-,,37,26,63,2,2,4
"",,,Jhok Daya,156090108,-,-,,391,296,687,,,
"",,,Bonga Tatari,156090109,-,-,,231,216,447,,,
"",,,Jan Muhammad Nau,156090602,-,-,,278,205,483,,,
"",110 Total,,,,-,-,-,937,743,1680,2,2,4
"",111,"Government Boys PrimarySchool Bindi Haidan",Ghous Pur,156090201,-,-,,238,165,403,2,2,4
"",,,Thatti Panju,156090202,-,-,,77,48,125,,,
"",,,Bindi Haidan,156090205,-,-,,141,101,242,,,
"",,,Bindi Haidan,156090206,-,-,,196,149,345,,,
"",,,Kot Khushal,156090207,-,-,,183,139,322,,,
"",,,Kot Khushal,156090208,-,-,,50,39,89,,,
"",111 Total,,,,-,-,-,885,641,1526,2,2,4
"",112,"Government Boys PrimarySchool Attuana",Attuana,156090203,-,-,,214,181,395,1,1,2
"",,,Attuana,156090204,-,-,,256,210,466,,,
"",112 Total,,,,-,-,-,470,391,861,1,1,2
"",113,"Government Girls PrimarySchool Duaba",Duaba,156090301,-,-,,763,529,1292,1,1,2
"",113 Total,,,,-,-,-,763,529,1292,1,1,2
"",114,"Government Boys PrimarySchool Haidan",Haidan,156090302,-,-,,590,456,1046,2,1,3
"",,,Haidan,156090303,-,-,,286,231,517,,,
"",114 Total,,,,-,-,-,876,687,1563,2,1,3
"",115,"Government Girls PrimarySchool Boori",Boori,156090401,-,-,,225,201,426,2,1,3
"",,,Boori,156090402,-,-,,459,382,841,,,
"",115 Total,,,,-,-,-,684,583,1267,2,1,3
"",116,"Government Boys PrimarySchool Dhorri Wala",Dhorri Wala,156090403,-,-,,572,461,1033,2,1,3
"",,,Jhangir Pur,156090406,-,-,,99,74,173,,,
"",116 Total,,,,-,-,-,671,535,1206,2,1,3
"",117,"Government Girls PrimarySchool Pattai Illan Wali",Bhutta,156090404,-,-,,44,27,71,2,1,3
Bhokani,156090405,-,-,,100,53,153,,,,,,
Patai Illan Wali,156090407,-,-,,550,403,953,,,,,,
"",Sr. No.,"No. and Name of PollingStation",In Case of Rural Areas,In Case of Urban Areas,"S. No. of voterson the electoralroll in caseelectoral area isbifurcated","Number of voters assigned topolling station",Number of polling  booths,,,,,,
"",,,Name of Electoral Areas,"Census BlockCode",Name of Electoral Areas,"Census BlockCode",Male,Female,Total,Male,Female,Total,
"",118,"Government Boys HighSchool Long Shumali",Long Shumali,156090501,-,-,,612,0,612,2,0,2
"",,,Aqil Pur,156090507,-,-,,577,0,577,,,
"",118 Total,,,,-,-,-,1189,0,1189,2,0,2
"",119,"Government Boys HighSchool Long Shumali",Long Shumali,156090501,-,-,,0,437,437,0,2,2
"",,,Aqil Pur,156090507,-,-,,0,430,430,,,
"",119 Total,,,,-,-,-,0,867,867,0,2,2
"",120,"Government Girls PrimaryZafar Colony",Dholka,156090502,-,-,,426,304,730,2,2,4
"",,,Dholka,156090503,-,-,,401,335,736,,,
"",120 Total,,,,-,-,-,827,639,1466,2,2,4
"",121,"Government Girls PrimarySchool Koolar",Koolar,156090508,-,-,,479,356,835,1,1,2
"",121 Total,,,,-,-,-,479,356,835,1,1,2
"",122,"Government GirlsElementary School DholkaColony",Dholka,156090504,-,-,,254,0,254,2,0,2
"",,,Dholka,156090505,-,-,,332,0,332,,,
"",,,Dholka,156090506,-,-,,394,0,394,,,
"",122 Total,,,,-,-,-,980,0,980,2,0,2
"",123,"Government GirlsElementary School DholkaColony",Dholka,156090504,-,-,,0,198,198,0,2,2
"",,,Dholka,156090505,-,-,,0,258,258,,,
"",,,Dholka,156090506,-,-,,0,324,324,,,
"",123 Total,,,,-,-,-,0,780,780,0,2,2
"",124,"Government Boys PrimarySchool Nidha Ghar",Mari Khokhran,156090601,-,-,,131,83,214,2,2,4
"",,,Nidha Ghar,156090603,-,-,,295,239,534,,,
"",,,Nidha Ghar,156090604,-,-,,405,303,708,,,
"",124 Total,,,,-,-,-,831,625,1456,2,2,4
"",125,"Government Boys HighSchool Kot Essa Shah",Kot Essa Shah,156090701,-,-,,665,457,1122,1,1,2
"",125 Total,,,,-,-,-,665,457,1122,1,1,2
"",126,"Government Boys HighSchool (Primary Portion) KotEssa Shah",Kot Essa Shah,156090702,-,-,,558,444,1002,1,1,2
"",126 Total,,,,-,-,-,558,444,1002,1,1,2
"",127,"Government Girls HighSchool Kot Essa Shah",Kot Essa Shah,156090703,-,-,,372,285,657,2,1,3
"",,,Kot Essa Shah,156090704,-,-,,293,270,563,,,
"",127 Total,,,,-,-,-,665,555,1220,2,1,3
"",128,"Government Girls PrimarySchool Sargana",Sargana,156090705,-,-,,431,339,770,1,1,2
Sargana,156090706,-,-,,111,76,187,,,,,,
Qureshi,156090709,-,-,,39,34,73,,,,,,
"",Sr. No.,"No. and Name of PollingStation",In Case of Rural Areas,In Case of Urban Areas,"S. No. of voterson the electoralroll in caseelectoral area isbifurcated","Number of voters assigned topolling station",Number of polling  booths,,,,,,
"",,,Name of Electoral Areas,"Census BlockCode",Name of Electoral Areas,"Census BlockCode",Male,Female,Total,Male,Female,Total,
"",129,"Government Girls PrimarySchool Dhokar",Dhokar,156090707,-,-,,385,317,702,1,1,2
"",,,Jhok Usman,156090708,-,-,,288,217,505,,,
"",129 Total,,,,-,-,-,673,534,1207,1,1,2
"",130,"Government Boys PrimarySchool Piro",Piro,156090801,-,-,,621,492,1113,1,1,2
"",130 Total,,,,-,-,-,621,492,1113,1,1,2
"",131,"Government Boys ElementrySchool Bhairo",Bhairo,156090803,-,-,,371,326,697,1,1,2
"",131 Total,,,,-,-,-,371,326,697,1,1,2
"",132,"Government Boys ElementrySchool Bhairo",Bhairo,156090804,-,-,,560,453,1013,1,1,2
"",132 Total,,,,-,-,-,560,453,1013,1,1,2
"",133,"Government Girls ElementrySchool Bhairo",Bhairo,156090802,-,-,,436,335,771,1,1,2
"",133 Total,,,,-,-,-,436,335,771,1,1,2
"",134,"Government Girls ElementrySchool Bhairo",Bhairo,156090805,-,-,,464,342,806,2,1,3
"",,,Bhairo,156090806,-,-,,227,160,387,,,
"",134 Total,,,,-,-,-,691,502,1193,2,1,3
"",135,"Government Boys MiddleSchool Kalera",Tibba Dhup Sari,156100101,-,-,,442,278,720,2,1,3
"",,,Kalera,156100601,-,-,,491,379,870,,,
"",135 Total,,,,-,-,-,933,657,1590,2,1,3
"",136,"Government Girls PrimarySchool Sabbar",Sabbar,156100103,-,-,,439,318,757,1,1,2
"",136 Total,,,,-,-,-,439,318,757,1,1,2
"",137,"Government Boys PrimarySchool Laghari",Mal Sultan,156100102,-,-,,133,108,241,1,1,2
"",,,Laghari,156100104,-,-,,418,331,749,,,
"",,,Bhagat Ram Jus,156100105,-,-,,132,90,222,,,
"",137 Total,,,,-,-,-,683,529,1212,1,1,2
"",138,"Government Boys HighSchool Lau",Lau,156100201,-,-,,305,251,556,1,1,2
"",,,Lau,156100202,-,-,,79,66,145,,,
"",,,Lau,156100203,-,-,,279,256,535,,,
"",138 Total,,,,-,-,-,663,573,1236,1,1,2
"",139,"Government Girls PrimarySchool Bindi Lal Mureed",Subhaga,156100204,-,-,,101,68,169,1,1,2
Bindi Lal Mureed,156100205,-,-,,98,72,170,,,,,,
Bindi Lal Mureed,156100206,-,-,,165,106,271,,,,,,
Bindi Lal Mureed,156100207,-,-,,194,144,338,,,,,,
Thatta Kameera,156100208,-,-,,112,88,200,,,,,,
"",Sr. No.,"No. and Name of PollingStation",In Case of Rural Areas,In Case of Urban Areas,"S. No. of voterson the electoralroll in caseelectoral area isbifurcated","Number of voters assigned topolling station",Number of polling  booths,,,,,,
"",,,Name of Electoral Areas,"Census BlockCode",Name of Electoral Areas,"Census BlockCode",Male,Female,Total,Male,Female,Total,
"",140,"Government Boys PrimarySchool Douka Balouchan",Doka Balouchan,156100301,-,-,,298,183,481,2,2,4
"",,,Doka Balouchan,156100302,-,-,,314,214,528,,,
"",,,Douka Balouchan,156100303,-,-,,168,79,247,,,
"",,,Douka Balouchan,156100304,-,-,,28,19,47,,,
"",,,Chandia Faraz,156100306,-,-,,181,113,294,,,
"",140 Total,,,,-,-,-,989,608,1597,2,2,4
"",141,"Government Boys PrimarySchool Bhamb",Bhamb,156100305,-,-,,571,412,983,2,2,4
"",,,Moonda,156100307,-,-,,493,342,835,,,
"",141 Total,,,,-,-,-,1064,754,1818,2,2,4
"",142,"Government Girls HighSchool Chatta",Chatta,156100401,-,-,,394,0,394,2,0,2
"",,,Chatta,156100402,-,-,,514,0,514,,,
"",142 Total,,,,-,-,-,908,0,908,2,0,2
"",143,"Government Boys PrimarySchool Jamal Wala",Chatta,156100401,-,-,,0,305,305,0,2,2
"",,,Chatta,156100402,-,-,,0,391,391,,,
"",143 Total,,,,-,-,-,0,696,696,0,2,2
"",144,"Government Boys PrimarySchool Mazari",Mazari,156100504,-,-,,142,131,273,2,1,3
"",,,Mazari,156100505,-,-,,520,375,895,,,
"",144 Total,,,,-,-,-,662,506,1168,2,1,3
"",145,"Government Boys HighSchool (Middle Portion)Chatta",Chatta,156100403,-,-,,308,224,532,1,1,2
"",,,Chatta Dilawari,156100404,-,-,,4,1,5,,,
"",,,Denar,156100405,-,-,,158,113,271,,,
"",145 Total,,,,-,-,-,470,338,808,1,1,2
"",146,"Government Girls PrimarySchool Kiran",Kiran,156100501,-,-,,364,270,634,2,1,3
"",,,Kiran,156100502,-,-,,269,200,469,,,
"",,,Kiran,156100503,-,-,,136,73,209,,,
"",146 Total,,,,-,-,-,769,543,1312,2,1,3
"",147,"Government Girls PrimarySchool Thatti Qureshi",Vinpal,156100506,-,-,,210,152,362,1,1,2
"",,,Thatti Qurashi,156100507,-,-,,315,268,583,,,
"",147 Total,,,,-,-,-,525,420,945,1,1,2
"",148,"Government Girls PrimarySchool, Abadi Salmana",Jangal Kattian Wala,156100602,-,-,,47,24,71,2,1,3
Salmana,156100603,-,-,,326,190,516,,,,,,
Kulcha,156100604,-,-,,76,46,122,,,,,,
Thatti Panah,156100605,-,-,,283,206,489,,,,,,
"",Sr. No.,"No. and Name of PollingStation",In Case of Rural Areas,In Case of Urban Areas,"S. No. of voterson the electoralroll in caseelectoral area isbifurcated","Number of voters assigned topolling station",Number of polling  booths,,,,,,
"",,,Name of Electoral Areas,"Census BlockCode",Name of Electoral Areas,"Census BlockCode",Male,Female,Total,Male,Female,Total,
"",149,"Government Boys PrimarySchool Qadir Pur BakhshaKacha","Qadir Pur BakhshaKatcha",156100701,-,-,,198,136,334,2,2,4
"",,,"Qadir Pur BakhshaKatcha",156100702,-,-,,291,234,525,,,
"",,,Qadir Pur Bakhsha Pakka,156100704,-,-,,370,264,634,,,
"",149 Total,,,,-,-,-,859,634,1493,2,2,4
"",150,"Government Girls PrimarySchool Jamal Wala",Qadir Pur Bakhsha Pakka,156100705,-,-,,250,121,371,2,1,3
"",,,Qadir Pur Bakhsha Pakka,156100706,-,-,,333,280,613,,,
"",,,Qadir Pur Bakhsha Pakka,156100707,-,-,,265,180,445,,,
"",150 Total,,,,-,-,-,848,581,1429,2,1,3
"",151,"Government Boys ElementrySchool Sultan Bux",Qadir Pur Bakhsha Pakka,156100703,-,-,,435,327,762,2,1,3
"",,,Qadir Pur Bakhsha Pakka,156100708,-,-,,180,101,281,,,
"",,,Qadir Pur Bakhsha Pakka,156100709,-,-,,235,139,374,,,
"",151 Total,,,,-,-,-,850,567,1417,2,1,3
"",152,"Government Girls HighSchool Shair Chakar",Haveli Sheikh Raju,156120101,-,-,,467,361,828,2,1,3
"",,,Haveli Sheikh Raju,156120104,-,-,,415,285,700,,,
"",152 Total,,,,-,-,-,882,646,1528,2,1,3
"",153,"Government Boys HighSchool Haveli Sheikh Raju",Haveli Sheikh Raju,156120102,-,-,,361,0,361,2,0,2
"",,,Haveli Sheikh Raju,156120103,-,-,,394,0,394,,,
"",,,Kot Boora,156120105,-,-,,182,0,182,,,
"",153 Total,,,,-,-,-,937,0,937,2,0,2
"",154,"Government Boys HighSchool Haveli Sheikh Raju",Haveli Sheikh Raju,156120102,-,-,,0,271,271,0,2,2
"",,,Haveli Sheikh Raju,156120103,-,-,,0,298,298,,,
"",,,Kot Boora,156120105,-,-,,0,166,166,,,
"",154 Total,,,,-,-,-,0,735,735,0,2,2
"",155,"Government Boys MiddleSchool Kala Bali",Kala Bali,156120201,-,-,,541,391,932,1,1,2
"",155 Total,,,,-,-,-,541,391,932,1,1,2
"",156,"Government Boys MiddleSchool Kala Bali",Kala Bali,156120202,-,-,,253,214,467,1,1,2
Katchian,156120204,-,-,,295,204,499,,,,,,
"",Sr. No.,"No. and Name of PollingStation",In Case of Rural Areas,In Case of Urban Areas,"S. No. of voterson the electoralroll in caseelectoral area isbifurcated","Number of voters assigned topolling station",Number of polling  booths,,,,,,
"",,,Name of Electoral Areas,"Census BlockCode",Name of Electoral Areas,"Census BlockCode",Male,Female,Total,Male,Female,Total,
"",157,"Government Girls PrimarySchool Jangal Katora",Kot Ram Kor,156120203,-,-,,175,133,308,1,1,2
"",,,Jangal Katora,156120205,-,-,,315,197,512,,,
"",157 Total,,,,-,-,-,490,330,820,1,1,2
"",158,"Government Boys HighSchool Kot Khan",Kot Khan,156120301,-,-,,477,343,820,2,1,3
"",,,Kot Khan,156120302,-,-,,322,217,539,,,
"",158 Total,,,,-,-,-,799,560,1359,2,1,3
"",159,"Government GirlsElementary School Kot Khan",Kot Khan,156120303,-,-,,343,264,607,2,1,3
"",,,Long Janubi,156120406,-,-,,421,327,748,,,
"",159 Total,,,,-,-,-,764,591,1355,2,1,3
"",160,"Government Girls PrimarySchool Guniana",Guniana,156120304,-,-,,458,322,780,1,1,2
"",,,Chak Alyana,156120405,-,-,,160,134,294,,,
"",160 Total,,,,-,-,-,618,456,1074,1,1,2
"",161,"Government Boys PrimarySchool Sahjowal",Sahjowal,156120402,-,-,,620,511,1131,1,1,2
"",161 Total,,,,-,-,-,620,511,1131,1,1,2
"",162,"Government Girls PrimarySchool Rajana",Rajana,156120501,-,-,,242,214,456,1,1,2
"",,,Rajana,156120502,-,-,,211,188,399,,,
"",162 Total,,,,-,-,-,453,402,855,1,1,2
"",163,"Government Girls PrimarySchool Sajhowal",Sajhowal,156120401,-,-,,312,244,556,2,1,3
"",,,Sajhowal,156120403,-,-,,308,241,549,,,
"",,,Rakh Sajhowal,156120404,-,-,,3,1,4,,,
"",163 Total,,,,-,-,-,623,486,1109,2,1,3
"",164,"Government Boys PrimarySchool Rajana",Rajana,156120503,-,-,,375,322,697,1,1,2
"",,,Rajana,156120504,-,-,,181,143,324,,,
"",164 Total,,,,-,-,-,556,465,1021,1,1,2
"",165,"Government GirlsElementary School Kabli",Kabli,156120505,-,-,,191,0,191,2,0,2
"",,,Kabli,156120506,-,-,,147,0,147,,,
"",,,Kabli,156120507,-,-,,314,0,314,,,
"",,,Kabli,156120508,-,-,,414,0,414,,,
"",165 Total,,,,-,-,-,1066,0,1066,2,0,2
"",166,"Government GirlsElementary School Kabli",Kabli,156120505,-,-,,0,154,154,0,2,2
"",,,Kabli,156120506,-,-,,0,102,102,,,
"",,,Kabli,156120507,-,-,,0,258,258,,,
"",,,Kabli,156120508,-,-,,0,322,322,,,
"",166 Total,,,,-,-,-,0,836,836,0,2,2
"",167,"Government Girls PrimarySchool Chak Jalal Din",Chak Jalal Din,156120801,-,-,,332,246,578,2,1,3
Chak Jalal Din,156120802,-,-,,221,180,401,,,,,,
Kharkan,156121101,-,-,,303,185,488,,,,,,
"",Sr. No.,"No. and Name of PollingStation",In Case of Rural Areas,In Case of Urban Areas,"S. No. of voterson the electoralroll in caseelectoral area isbifurcated","Number of voters assigned topolling station",Number of polling  booths,,,,,,
"",,,Name of Electoral Areas,"Census BlockCode",Name of Electoral Areas,"Census BlockCode",Male,Female,Total,Male,Female,Total,
"",168,"Government Boys ElemantrySchool Chak Pir Behlol",Chak Pir Behlol,156120803,-,-,,325,0,325,2,0,2
"",,,Chak Pir Behlol,156120804,-,-,,283,0,283,,,
"",,,Mahram Sial,156120805,-,-,,339,0,339,,,
"",168 Total,,,,-,-,-,947,0,947,2,0,2
"",169,"Government Boys ElemantrySchool Chak Pir Behlol",Chak Pir Behlol,156120803,-,-,,0,232,232,0,2,2
"",,,Chak Pir Behlol,156120804,-,-,,0,211,211,,,
"",,,Mahram Sial,156120805,-,-,,0,264,264,,,
"",169 Total,,,,-,-,-,0,707,707,0,2,2
"",170,"Government overnmentBoys Middle School Jharki",Jharki,156120901,-,-,,397,295,692,1,1,2
"",,,Chak Gunesh Das,156120904,-,-,,119,65,184,,,
"",,,Chak Gunesh Das,156120905,-,-,,15,11,26,,,
"",170 Total,,,,-,-,-,531,371,902,1,1,2
"",171,"Government Girls PrimarySchool Chak Darzi",Chak Darzi,156120902,-,-,,518,443,961,1,1,2
"",,,Haveli Ghulam Janat,156120903,-,-,,96,62,158,,,
"",171 Total,,,,-,-,-,614,505,1119,1,1,2
"",172,"Government Girls PrimarySchool Jharki",Chak Sialan,156121001,-,-,,216,134,350,1,1,2
"",,,Bela Chandi Nath,156121002,-,-,,15,8,23,,,
"",,,Topa Bela Gharbi,156121003,-,-,,120,81,201,,,
"",,,Obhan Wala,156121004,-,-,,35,33,68,,,
"",,,Naunari,156121005,-,-,,15,15,30,,,
"",172 Total,,,,-,-,-,401,271,672,1,1,2
"",173,"Government Boys MiddleSchool Hassan Khan",Billi Naulan Par,156121102,-,-,,18,12,30,2,1,3
"",,,Hassan Khan,156121201,-,-,,477,270,747,,,
"",,,Hassan Khan,156121202,-,-,,206,156,362,,,
"",173 Total,,,,-,-,-,701,438,1139,2,1,3
"",174,"Government Girls PrimarySchool Hassan Khan",Hassan Khan,156121203,-,-,,188,151,339,2,1,3
"",,,Hassan Khan,156121204,-,-,,290,194,484,,,
"",,,Hassan Khan,156121205,-,-,,257,183,440,,,
"",174 Total,,,,-,-,-,735,528,1263,2,1,3
"",175,"Government Boys MiddleSchool (Middle Portion)Hassan Khan",Hassan Khan,156121206,-,-,,317,167,484,2,1,3
"",,,Hassan Khan,156121207,-,-,,439,358,797,,,
"",,,Bela Quraishi,156121208,-,-,,29,11,40,,,
"",175 Total,,,,-,-,-,785,536,1321,2,1,3
